ThreatCount,CompName,MITREID,Technique,Tactic,Matrix,Likelihood,Impact,Detectability,Risk,Rating,Rec.Mitigations
148,SIS-AI Server,T1562.003,Impair Command History Logging,defense-evasion,Enterprise,"2,515145325","0,19596527399999997","0,5","0,246440571381722",Low,"['Environment Variable Permissions', 'Operating System Configuration']"
149,SIS-AI Server,T1562.001,Disable or Modify Tools,defense-evasion,Enterprise,"2,515145325","0,19596527399999997",1,"0,492881142763444",Low,"['Restrict File and Directory Permissions', 'User Account Management', 'Execution Prevention', 'Restrict Registry Permissions']"
150,SIS-AI Server,T1562,Impair Defenses,defense-evasion,Enterprise,"2,515145325","0,19596527399999997","0,4","0,19715245710537763",Low,"['User Account Management', 'Execution Prevention', 'Audit', 'Restrict Registry Permissions', 'Restrict File and Directory Permissions']"
151,SIS-AI Server,T1561.002,Disk Structure Wipe,impact,Enterprise,"2,515145325","0,501930547",1,"1,2624282687617427",Low,['Data Backup']
152,SIS-AI Server,T1561.001,Disk Content Wipe,impact,Enterprise,"2,515145325","0,501930547",1,"1,2624282687617427",Low,['Data Backup']
153,SIS-AI Server,T1561,Disk Wipe,impact,Enterprise,"2,515145325","0,501930547",1,"1,2624282687617427",Low,['Data Backup']
154,SIS-AI Server,T1560.003,Archive via Custom Method,collection,Enterprise,"2,515145325","0,583636363",1,"1,467930269899453",Low,[]
155,SIS-AI Server,T1560.002,Archive via Library,collection,Enterprise,"2,515145325","0,583636363",1,"1,467930269899453",Low,[]
156,SIS-AI Server,T1560.001,Archive via Utility,collection,Enterprise,"2,515145325","0,583636363","0,4","0,5871721079597813",Low,['Audit']
157,SIS-AI Server,T1560,Archive Collected Data,collection,Enterprise,"2,515145325","0,583636363","0,4","0,5871721079597813",Low,['Audit']
158,SIS-AI Server,T1499.004,Application or System Exploitation,impact,Enterprise,"3,887042775","0,281930547",1,"1,0958760957681477",Low,['Filter Network Traffic']
159,SIS-AI Server,T1499.003,Application Exhaustion Flood,impact,Enterprise,"3,887042775","0,281930547",1,"1,0958760957681477",Low,['Filter Network Traffic']
160,SIS-AI Server,T1499.002,Service Exhaustion Flood,impact,Enterprise,"3,887042775","0,281930547",1,"1,0958760957681477",Low,['Filter Network Traffic']
161,SIS-AI Server,T1499.001,OS Exhaustion Flood,impact,Enterprise,"3,887042775","0,281930547",1,"1,0958760957681477",Low,['Filter Network Traffic']
162,SIS-AI Server,T1491.002,External Defacement,impact,Enterprise,"1,4372259","0,86556691",1,"1,244015181234969",Low,['Data Backup']
163,SIS-AI Server,T1491.001,Internal Defacement,impact,Enterprise,"1,4372259","0,86556691",1,"1,244015181234969",Low,['Data Backup']
164,SIS-AI Server,T1114.003,Email Forwarding Rule,collection,Enterprise,"1,4372259","0,583636363","0,4","0,33552691883416075",Low,"['Encrypt Sensitive Information', 'Audit', 'Disable or Remove Feature or Program']"
165,SIS-AI Server,T1555.003,Credentials from Web Browsers,credential-access,Enterprise,"1,83457659","0,363636363","0,30000000000000004","0,2001356276497627",Low,['Password Policies']
166,SIS-AI Server,T1555.002,Securityd Memory,credential-access,Enterprise,"0,798928515","0,363636363",1,"0,2905194594915909",Low,[]
167,SIS-AI Server,T1559,Inter-Process Communication,execution,Enterprise,"1,62014556","0,64556691","0,4","0,41836494516776784",Low,"['Application Isolation and Sandboxing', 'Disable or Remove Feature or Program', 'Software Configuration', 'Application Developer Guidance', 'Privileged Account Management', 'Behavior Prevention on Endpoint']"
168,SIS-AI Server,T1558,Steal or Forge Kerberos Tickets,credential-access,Enterprise,"1,83457659","0,363636363","0,30000000000000004","0,2001356276497627",Low,"['Encrypt Sensitive Information', 'Password Policies', 'Active Directory Configuration', 'Privileged Account Management']"
169,SIS-AI Server,T1557,Adversary-in-the-Middle,credential-access,Enterprise,"1,04832948","0,363636363","0,19999999999999996","0,07624214386657624",Low,"['Limit Access to Resource Over Network', 'Disable or Remove Feature or Program', 'Filter Network Traffic', 'Encrypt Sensitive Information', 'Network Intrusion Prevention', 'User Training', 'Network Segmentation']"
170,SIS-AI Server,T1557,Adversary-in-the-Middle,collection,Enterprise,"1,04832948","0,583636363","0,19999999999999996","0,12236864098657622",Low,"['Limit Access to Resource Over Network', 'Disable or Remove Feature or Program', 'Filter Network Traffic', 'Encrypt Sensitive Information', 'Network Intrusion Prevention', 'User Training', 'Network Segmentation']"
171,SIS-AI Server,T1556,Modify Authentication Process,credential-access,Enterprise,"1,4372259","0,363636363","0,30000000000000004","0,15678827972562057",Low,"['Privileged Process Integrity', 'User Account Management', 'Operating System Configuration', 'Password Policies', 'Audit', 'Restrict Registry Permissions', 'Privileged Account Management', 'Multi-factor Authentication', 'Restrict File and Directory Permissions']"
172,SIS-AI Server,T1556,Modify Authentication Process,defense-evasion,Enterprise,"1,4372259","0,19596527399999997","0,30000000000000004","0,08449391018801898",Low,"['Privileged Process Integrity', 'User Account Management', 'Operating System Configuration', 'Password Policies', 'Audit', 'Restrict Registry Permissions', 'Privileged Account Management', 'Multi-factor Authentication', 'Restrict File and Directory Permissions']"
173,SIS-AI Server,T1556,Modify Authentication Process,persistence,Enterprise,"1,4372259","0,19596527399999997","0,30000000000000004","0,08449391018801898",Low,"['Privileged Process Integrity', 'User Account Management', 'Operating System Configuration', 'Password Policies', 'Audit', 'Restrict Registry Permissions', 'Privileged Account Management', 'Multi-factor Authentication', 'Restrict File and Directory Permissions']"
174,SIS-AI Server,T1056.003,Web Portal Capture,collection,Enterprise,"1,4372259","0,583636363",1,"0,8388172970854018",Low,['Privileged Account Management']
175,SIS-AI Server,T1056.003,Web Portal Capture,credential-access,Enterprise,"1,4372259","0,363636363",1,"0,5226275990854018",Low,['Privileged Account Management']
176,SIS-AI Server,T1056.002,GUI Input Capture,collection,Enterprise,"1,338161748","0,583636363",1,"0,7809998557084425",Low,['User Training']
177,SIS-AI Server,T1056.002,GUI Input Capture,credential-access,Enterprise,"1,338161748","0,363636363",1,"0,48660427114844257",Low,['User Training']
178,SIS-AI Server,T1056.001,Keylogging,collection,Enterprise,"1,83457659","0,583636363",1,"1,070725608632542",Low,[]
179,SIS-AI Server,T1056.001,Keylogging,credential-access,Enterprise,"1,83457659","0,363636363",1,"0,6671187588325422",Low,[]
180,SIS-AI Server,T1555,Credentials from Password Stores,credential-access,Enterprise,"0,798928515","0,363636363","0,30000000000000004","0,08715583784747728",Low,['Password Policies']
181,SIS-AI Server,T1003.008,/etc/passwd and /etc/shadow,credential-access,Enterprise,"0,798928515","0,363636363","0,30000000000000004","0,08715583784747728",Low,"['Password Policies', 'Privileged Account Management']"
182,SIS-AI Server,T1003.007,Proc Filesystem,credential-access,Enterprise,"2,515145325","0,363636363","0,30000000000000004","0,274379489519836",Low,"['Password Policies', 'Privileged Account Management']"
183,SIS-AI Server,T1110.004,Credential Stuffing,credential-access,Enterprise,"2,515145325","0,363636363","0,30000000000000004","0,274379489519836",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies', 'User Account Management']"
184,SIS-AI Server,T1110.003,Password Spraying,credential-access,Enterprise,"2,515145325","0,363636363","0,30000000000000004","0,274379489519836",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies']"
185,SIS-AI Server,T1110.002,Password Cracking,credential-access,Enterprise,"2,515145325","0,363636363","0,30000000000000004","0,274379489519836",Low,"['Multi-factor Authentication', 'Password Policies']"
186,SIS-AI Server,T1110.001,Password Guessing,credential-access,Enterprise,"2,515145325","0,363636363","0,19999999999999996","0,18291965967989057",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies', 'Update Software']"
187,SIS-AI Server,T1021.005,VNC,lateral-movement,Enterprise,"2,515145325","0,363636363","0,4","0,36583931935978126",Low,"['Limit Software Installation', 'Audit', 'Filter Network Traffic', 'Disable or Remove Feature or Program']"
188,SIS-AI Server,T1021.004,SSH,lateral-movement,Enterprise,"2,515145325","0,363636363","0,4","0,36583931935978126",Low,"['Multi-factor Authentication', 'User Account Management', 'Disable or Remove Feature or Program']"
189,SIS-AI Server,T1554,Compromise Client Software Binary,persistence,Enterprise,"2,515145325","0,19596527399999997","0,5","0,246440571381722",Low,['Code Signing']
190,SIS-AI Server,T1036.006,Space after Filename,defense-evasion,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,[]
191,SIS-AI Server,T1036.005,Match Legitimate Name or Location,defense-evasion,Enterprise,"2,515145325","0,19596527399999997","0,5","0,246440571381722",Low,"['Restrict File and Directory Permissions', 'Code Signing', 'Execution Prevention']"
192,SIS-AI Server,T1036.004,Masquerade Task or Service,defense-evasion,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,[]
193,SIS-AI Server,T1036.003,Rename System Utilities,defense-evasion,Enterprise,"2,515145325","0,19596527399999997",1,"0,492881142763444",Low,['Restrict File and Directory Permissions']
194,SIS-AI Server,T1036.002,Right-to-Left Override,defense-evasion,Enterprise,"2,515145325","0,19596527399999997",1,"0,492881142763444",Low,[]
195,SIS-AI Server,T1553,Subvert Trust Controls,defense-evasion,Enterprise,"1,4372259","0,19596527399999997",1,"0,28164636729339654",Low,"['Operating System Configuration', 'Software Configuration', 'Restrict Registry Permissions', 'Execution Prevention']"
196,SIS-AI Server,T1027.003,Steganography,defense-evasion,Enterprise,"2,515145325","0,19596527399999997","0,19999999999999996","0,09857622855268879",Low,['Network Intrusion Prevention']
197,SIS-AI Server,T1027.002,Software Packing,defense-evasion,Enterprise,"2,515145325","0,19596527399999997","0,5","0,246440571381722",Low,['Antivirus/Antimalware']
198,SIS-AI Server,T1027.001,Binary Padding,defense-evasion,Enterprise,"2,515145325","0,19596527399999997",1,"0,492881142763444",Low,[]
199,SIS-AI Server,T1222.002,Linux and Mac File and Directory Permissions Modification,defense-evasion,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,"['Restrict File and Directory Permissions', 'Privileged Account Management']"
200,SIS-AI Server,T1552.004,Private Keys,credential-access,Enterprise,"2,515145325","0,363636363","0,30000000000000004","0,274379489519836",Low,"['Encrypt Sensitive Information', 'Password Policies', 'Restrict File and Directory Permissions', 'Audit']"
201,SIS-AI Server,T1552.003,Bash History,credential-access,Enterprise,"1,83457659","0,363636363",1,"0,6671187588325422",Low,['Operating System Configuration']
202,SIS-AI Server,T1552.001,Credentials In Files,credential-access,Enterprise,"1,83457659","0,363636363","0,30000000000000004","0,2001356276497627",Low,"['Restrict File and Directory Permissions', 'Audit', 'User Training', 'Password Policies']"
203,SIS-AI Server,T1552,Unsecured Credentials,credential-access,Enterprise,"1,83457659","0,363636363","0,19999999999999996","0,13342375176650842",Low,"['Restrict File and Directory Permissions', 'Limit Access to Resource Over Network', 'Operating System Configuration', 'Password Policies', 'Filter Network Traffic', 'Active Directory Configuration', 'Encrypt Sensitive Information', 'Audit', 'Update Software', 'Privileged Account Management', 'User Training']"
204,SIS-AI Server,T1070.006,Timestomp,defense-evasion,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,[]
205,SIS-AI Server,T1070.004,File Deletion,defense-evasion,Enterprise,"2,515145325","0,19596527399999997",1,"0,492881142763444",Low,[]
206,SIS-AI Server,T1070.003,Clear Command History,defense-evasion,Enterprise,"2,515145325","0,19596527399999997","0,5","0,246440571381722",Low,"['Remote Data Storage', 'Environment Variable Permissions', 'Restrict File and Directory Permissions']"
207,SIS-AI Server,T1548.003,Sudo and Sudo Caching,privilege-escalation,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,"['Restrict File and Directory Permissions', 'Operating System Configuration', 'Privileged Account Management']"
208,SIS-AI Server,T1548.003,Sudo and Sudo Caching,defense-evasion,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,"['Restrict File and Directory Permissions', 'Operating System Configuration', 'Privileged Account Management']"
209,SIS-AI Server,T1548.001,Setuid and Setgid,privilege-escalation,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,['Operating System Configuration']
210,SIS-AI Server,T1548.001,Setuid and Setgid,defense-evasion,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,['Operating System Configuration']
211,SIS-AI Server,T1548,Abuse Elevation Control Mechanism,privilege-escalation,Enterprise,"1,83457659","0,19596527399999997","0,4","0,14380532165333423",Low,"['Operating System Configuration', 'User Account Control', 'Execution Prevention', 'Audit', 'Privileged Account Management', 'Restrict File and Directory Permissions']"
212,SIS-AI Server,T1548,Abuse Elevation Control Mechanism,defense-evasion,Enterprise,"1,83457659","0,19596527399999997","0,4","0,14380532165333423",Low,"['Operating System Configuration', 'User Account Control', 'Execution Prevention', 'Audit', 'Privileged Account Management', 'Restrict File and Directory Permissions']"
213,SIS-AI Server,T1070.002,Clear Linux or Mac System Logs,defense-evasion,Enterprise,"2,515145325","0,19596527399999997",1,"0,492881142763444",Low,"['Encrypt Sensitive Information', 'Remote Data Storage', 'Restrict File and Directory Permissions']"
214,SIS-AI Server,T1136.002,Domain Account,persistence,Enterprise,"0,798928515","0,19596527399999997","0,19999999999999996","0,03131244906967761",Low,"['Multi-factor Authentication', 'Network Segmentation', 'Operating System Configuration', 'Privileged Account Management']"
215,SIS-AI Server,T1136.001,Local Account,persistence,Enterprise,"2,515145325","0,19596527399999997",1,"0,492881142763444",Low,"['Multi-factor Authentication', 'Operating System Configuration', 'Privileged Account Management']"
216,SIS-AI Server,T1547.006,Kernel Modules and Extensions,persistence,Enterprise,"0,45653058","0,19596527399999997","0,5","0,04473207009953945",Low,"['Antivirus/Antimalware', 'User Account Management', 'Privileged Account Management', 'Execution Prevention']"
217,SIS-AI Server,T1547.006,Kernel Modules and Extensions,privilege-escalation,Enterprise,"0,45653058","0,19596527399999997","0,5","0,04473207009953945",Low,"['Antivirus/Antimalware', 'User Account Management', 'Privileged Account Management', 'Execution Prevention']"
218,SIS-AI Server,T1546.005,Trap,privilege-escalation,Enterprise,"1,04832948","0,19596527399999997",1,"0,2054361737904775",Low,[]
219,SIS-AI Server,T1546.005,Trap,persistence,Enterprise,"1,04832948","0,19596527399999997",1,"0,2054361737904775",Low,[]
220,SIS-AI Server,T1546.004,Unix Shell Configuration Modification,privilege-escalation,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,['Restrict File and Directory Permissions']
221,SIS-AI Server,T1546.004,Unix Shell Configuration Modification,persistence,Enterprise,"1,83457659","0,19596527399999997",1,"0,3595133041333356",Low,['Restrict File and Directory Permissions']
